# WISIPAY PERFORMANCE METRICS LOG (SAMPLE / DUMMY DATA — FOR ASSESSMENT USE ONLY)
# This file captures system-level performance data for each transaction attempt
# processed by the WisiPay backend. One row per provider call attempt.
#
# Format per line:
#   REQ_TIMESTAMP | TXN_ID=... | ENDPOINT=... | HTTP_STATUS=... | LATENCY_MS=... | RETRY_COUNT=... | QUEUE_WAIT_MS=... | RESP_TIMESTAMP=...
#
# Fields:
#   REQ_TIMESTAMP   — Timestamp when WisiPay sent the request to the provider
#   TXN_ID          — Matches the TXN_ID in transactions.log
#   ENDPOINT        — Internal WisiPay routing endpoint used for this attempt
#   HTTP_STATUS     — HTTP status code returned to the WisiPay backend
#   LATENCY_MS      — Provider round-trip latency in milliseconds
#   RETRY_COUNT     — Attempt number (0 = first attempt, 1 = first retry, etc.)
#   QUEUE_WAIT_MS   — Time the request spent in WisiPay's internal queue before dispatch
#   RESP_TIMESTAMP  — Timestamp when WisiPay received the provider response
#
# ENDPOINT REFERENCE:
#   /api/v2/payment/upi       — NPCI UPI rail
#   /api/v2/payment/pg/razorpay  — Razorpay gateway
#   /api/v2/payment/pg/payu      — PayU gateway
#   /api/v2/payment/pg/hdfc      — HDFC PG
#   /api/v2/payment/pg/axis      — Axis Bank PG
#   /api/v2/payment/pg/icici     — ICICI Bank PG
#   /api/v2/payment/pg/kotak     — Kotak Mahindra PG

# ─── 2026-05-01 ──────────────────────────────────────────────────────────────
2026-05-01T09:12:03Z | TXN_ID=TXN10001 | ENDPOINT=/api/v2/payment/upi          | HTTP_STATUS=200 | LATENCY_MS=312  | RETRY_COUNT=0 | QUEUE_WAIT_MS=18  | RESP_TIMESTAMP=2026-05-01T09:12:04Z
2026-05-02T08:47:05Z | TXN_ID=TXN10024 | ENDPOINT=/api/v2/payment/pg/kotak     | HTTP_STATUS=202 | LATENCY_MS=220  | RETRY_COUNT=0 | QUEUE_WAIT_MS=11  | RESP_TIMESTAMP=2026-05-02T08:47:05Z
2026-05-02T09:01:58Z | TXN_ID=TXN10025 | ENDPOINT=/api/v2/payment/pg/hdfc      | HTTP_STATUS=400 | LATENCY_MS=85   | RETRY_COUNT=0 | QUEUE_WAIT_MS=5   | RESP_TIMESTAMP=2026-05-02T09:01:58Z
2026-05-02T09:15:30Z | TXN_ID=TXN10026 | ENDPOINT=/api/v2/payment/upi          | HTTP_STATUS=200 | LATENCY_MS=275  | RETRY_COUNT=0 | QUEUE_WAIT_MS=15  | RESP_TIMESTAMP=2026-05-02T09:15:31Z
2026-05-02T09:28:47Z | TXN_ID=TXN10027 | ENDPOINT=/api/v2/payment/pg/icici     | HTTP_STATUS=403 | LATENCY_MS=190  | RETRY_COUNT=0 | QUEUE_WAIT_MS=10  | RESP_TIMESTAMP=2026-05-02T09:28:47Z
2026-05-02T09:45:12Z | TXN_ID=TXN10028 | ENDPOINT=/api/v2/payment/pg/axis      | HTTP_STATUS=202 | LATENCY_MS=600  | RETRY_COUNT=0 | QUEUE_WAIT_MS=32  | RESP_TIMESTAMP=2026-05-02T09:45:13Z
2026-05-02T10:02:33Z | TXN_ID=TXN10028 | ENDPOINT=/api/v2/payment/pg/axis      | HTTP_STATUS=200 | LATENCY_MS=325  | RETRY_COUNT=0 | QUEUE_WAIT_MS=16  | RESP_TIMESTAMP=2026-05-02T10:02:34Z
2026-05-02T10:14:09Z | TXN_ID=TXN10029 | ENDPOINT=/api/v2/payment/pg/razorpay  | HTTP_STATUS=200 | LATENCY_MS=340  | RETRY_COUNT=0 | QUEUE_WAIT_MS=18  | RESP_TIMESTAMP=2026-05-02T10:14:09Z
2026-05-02T10:30:55Z | TXN_ID=TXN10030 | ENDPOINT=/api/v2/payment/pg/payu      | HTTP_STATUS=500 | LATENCY_MS=3750 | RETRY_COUNT=0 | QUEUE_WAIT_MS=21  | RESP_TIMESTAMP=2026-05-02T10:30:59Z
2026-05-02T10:32:10Z | TXN_ID=TXN10030 | ENDPOINT=/api/v2/payment/pg/payu      | HTTP_STATUS=500 | LATENCY_MS=3810 | RETRY_COUNT=1 | QUEUE_WAIT_MS=7   | RESP_TIMESTAMP=2026-05-02T10:32:14Z
2026-05-02T10:35:02Z | TXN_ID=TXN10030 | ENDPOINT=/api/v2/payment/pg/payu      | HTTP_STATUS=200 | LATENCY_MS=410  | RETRY_COUNT=2 | QUEUE_WAIT_MS=5   | RESP_TIMESTAMP=2026-05-02T10:35:02Z
2026-05-02T10:50:18Z | TXN_ID=TXN10031 | ENDPOINT=/api/v2/payment/pg/hdfc      | HTTP_STATUS=400 | LATENCY_MS=92   | RETRY_COUNT=0 | QUEUE_WAIT_MS=6   | RESP_TIMESTAMP=2026-05-02T10:50:18Z
2026-05-02T11:05:44Z | TXN_ID=TXN10032 | ENDPOINT=/api/v2/payment/upi          | HTTP_STATUS=200 | LATENCY_MS=285  | RETRY_COUNT=0 | QUEUE_WAIT_MS=14  | RESP_TIMESTAMP=2026-05-02T11:05:45Z
2026-05-02T11:22:37Z | TXN_ID=TXN10033 | ENDPOINT=/api/v2/payment/pg/kotak     | HTTP_STATUS=401 | LATENCY_MS=155  | RETRY_COUNT=0 | QUEUE_WAIT_MS=9   | RESP_TIMESTAMP=2026-05-02T11:22:37Z
2026-05-02T11:40:01Z | TXN_ID=TXN10034 | ENDPOINT=/api/v2/payment/pg/icici     | HTTP_STATUS=202 | LATENCY_MS=230  | RETRY_COUNT=0 | QUEUE_WAIT_MS=12  | RESP_TIMESTAMP=2026-05-02T11:40:01Z
2026-05-02T12:00:29Z | TXN_ID=TXN10035 | ENDPOINT=/api/v2/payment/pg/axis      | HTTP_STATUS=202 | LATENCY_MS=705  | RETRY_COUNT=0 | QUEUE_WAIT_MS=37  | RESP_TIMESTAMP=2026-05-02T12:00:30Z
2026-05-02T12:18:44Z | TXN_ID=TXN10035 | ENDPOINT=/api/v2/payment/pg/axis      | HTTP_STATUS=200 | LATENCY_MS=310  | RETRY_COUNT=0 | QUEUE_WAIT_MS=15  | RESP_TIMESTAMP=2026-05-02T12:18:45Z
2026-05-02T12:35:06Z | TXN_ID=TXN10036 | ENDPOINT=/api/v2/payment/pg/razorpay  | HTTP_STATUS=400 | LATENCY_MS=375  | RETRY_COUNT=0 | QUEUE_WAIT_MS=19  | RESP_TIMESTAMP=2026-05-02T12:35:07Z
2026-05-02T12:52:19Z | TXN_ID=TXN10037 | ENDPOINT=/api/v2/payment/pg/payu      | HTTP_STATUS=200 | LATENCY_MS=295  | RETRY_COUNT=0 | QUEUE_WAIT_MS=16  | RESP_TIMESTAMP=2026-05-02T12:52:20Z
2026-05-02T13:10:33Z | TXN_ID=TXN10038 | ENDPOINT=/api/v2/payment/pg/hdfc      | HTTP_STATUS=402 | LATENCY_MS=405  | RETRY_COUNT=0 | QUEUE_WAIT_MS=20  | RESP_TIMESTAMP=2026-05-02T13:10:34Z
2026-05-02T13:28:50Z | TXN_ID=TXN10039 | ENDPOINT=/api/v2/payment/upi          | HTTP_STATUS=408 | LATENCY_MS=5001 | RETRY_COUNT=0 | QUEUE_WAIT_MS=18  | RESP_TIMESTAMP=2026-05-02T13:28:55Z
2026-05-02T13:30:22Z | TXN_ID=TXN10039 | ENDPOINT=/api/v2/payment/upi          | HTTP_STATUS=408 | LATENCY_MS=5003 | RETRY_COUNT=1 | QUEUE_WAIT_MS=7   | RESP_TIMESTAMP=2026-05-02T13:30:27Z
2026-05-02T13:32:47Z | TXN_ID=TXN10039 | ENDPOINT=/api/v2/payment/upi          | HTTP_STATUS=408 | LATENCY_MS=5000 | RETRY_COUNT=2 | QUEUE_WAIT_MS=6   | RESP_TIMESTAMP=2026-05-02T13:32:52Z
2026-05-02T13:45:15Z | TXN_ID=TXN10040 | ENDPOINT=/api/v2/payment/pg/kotak     | HTTP_STATUS=200 | LATENCY_MS=330  | RETRY_COUNT=0 | QUEUE_WAIT_MS=17  | RESP_TIMESTAMP=2026-05-02T13:45:16Z

# ─── 2026-05-03 ──────────────────────────────────────────────────────────────
2026-05-03T09:00:07Z | TXN_ID=TXN10041 | ENDPOINT=/api/v2/payment/pg/icici     | HTTP_STATUS=200 | LATENCY_MS=305  | RETRY_COUNT=0 | QUEUE_WAIT_MS=16  | RESP_TIMESTAMP=2026-05-03T09:00:07Z
2026-05-03T09:14:22Z | TXN_ID=TXN10042 | ENDPOINT=/api/v2/payment/pg/axis      | HTTP_STATUS=502 | LATENCY_MS=4200 | RETRY_COUNT=0 | QUEUE_WAIT_MS=24  | RESP_TIMESTAMP=2026-05-03T09:14:26Z
2026-05-03T09:16:05Z | TXN_ID=TXN10042 | ENDPOINT=/api/v2/payment/pg/axis      | HTTP_STATUS=502 | LATENCY_MS=3980 | RETRY_COUNT=1 | QUEUE_WAIT_MS=8   | RESP_TIMESTAMP=2026-05-03T09:16:09Z
2026-05-03T09:18:30Z | TXN_ID=TXN10042 | ENDPOINT=/api/v2/payment/pg/axis      | HTTP_STATUS=200 | LATENCY_MS=342  | RETRY_COUNT=2 | QUEUE_WAIT_MS=6   | RESP_TIMESTAMP=2026-05-03T09:18:30Z
2026-05-03T09:30:48Z | TXN_ID=TXN10043 | ENDPOINT=/api/v2/payment/pg/razorpay  | HTTP_STATUS=202 | LATENCY_MS=260  | RETRY_COUNT=0 | QUEUE_WAIT_MS=13  | RESP_TIMESTAMP=2026-05-03T09:30:49Z
2026-05-03T10:15:00Z | TXN_ID=TXN10043 | ENDPOINT=/api/v2/payment/pg/razorpay  | HTTP_STATUS=202 | LATENCY_MS=180  | RETRY_COUNT=0 | QUEUE_WAIT_MS=9   | RESP_TIMESTAMP=2026-05-03T10:15:00Z
2026-05-03T09:55:31Z | TXN_ID=TXN10044 | ENDPOINT=/api/v2/payment/pg/payu      | HTTP_STATUS=200 | LATENCY_MS=315  | RETRY_COUNT=0 | QUEUE_WAIT_MS=17  | RESP_TIMESTAMP=2026-05-03T09:55:32Z
2026-05-03T10:10:19Z | TXN_ID=TXN10045 | ENDPOINT=/api/v2/payment/pg/hdfc      | HTTP_STATUS=400 | LATENCY_MS=88   | RETRY_COUNT=0 | QUEUE_WAIT_MS=5   | RESP_TIMESTAMP=2026-05-03T10:10:19Z
2026-05-03T10:22:44Z | TXN_ID=TXN10046 | ENDPOINT=/api/v2/payment/upi          | HTTP_STATUS=200 | LATENCY_MS=272  | RETRY_COUNT=0 | QUEUE_WAIT_MS=14  | RESP_TIMESTAMP=2026-05-03T10:22:44Z
2026-05-03T10:40:03Z | TXN_ID=TXN10047 | ENDPOINT=/api/v2/payment/pg/kotak     | HTTP_STATUS=200 | LATENCY_MS=308  | RETRY_COUNT=0 | QUEUE_WAIT_MS=16  | RESP_TIMESTAMP=2026-05-03T10:40:03Z
2026-05-03T11:00:55Z | TXN_ID=TXN10048 | ENDPOINT=/api/v2/payment/pg/icici     | HTTP_STATUS=402 | LATENCY_MS=395  | RETRY_COUNT=0 | QUEUE_WAIT_MS=20  | RESP_TIMESTAMP=2026-05-03T11:00:56Z
2026-05-03T11:18:37Z | TXN_ID=TXN10049 | ENDPOINT=/api/v2/payment/pg/axis      | HTTP_STATUS=200 | LATENCY_MS=310  | RETRY_COUNT=0 | QUEUE_WAIT_MS=17  | RESP_TIMESTAMP=2026-05-03T11:18:38Z
2026-05-03T11:35:22Z | TXN_ID=TXN10050 | ENDPOINT=/api/v2/payment/pg/razorpay  | HTTP_STATUS=200 | LATENCY_MS=295  | RETRY_COUNT=0 | QUEUE_WAIT_MS=15  | RESP_TIMESTAMP=2026-05-03T11:35:23Z
2026-05-03T11:52:09Z | TXN_ID=TXN10051 | ENDPOINT=/api/v2/payment/pg/payu      | HTTP_STATUS=202 | LATENCY_MS=560  | RETRY_COUNT=0 | QUEUE_WAIT_MS=29  | RESP_TIMESTAMP=2026-05-03T11:52:10Z
2026-05-03T12:10:44Z | TXN_ID=TXN10051 | ENDPOINT=/api/v2/payment/pg/payu      | HTTP_STATUS=200 | LATENCY_MS=318  | RETRY_COUNT=0 | QUEUE_WAIT_MS=16  | RESP_TIMESTAMP=2026-05-03T12:10:45Z
2026-05-03T12:25:58Z | TXN_ID=TXN10052 | ENDPOINT=/api/v2/payment/pg/hdfc      | HTTP_STATUS=503 | LATENCY_MS=2100 | RETRY_COUNT=0 | QUEUE_WAIT_MS=19  | RESP_TIMESTAMP=2026-05-03T12:26:00Z
2026-05-03T12:27:30Z | TXN_ID=TXN10052 | ENDPOINT=/api/v2/payment/pg/hdfc      | HTTP_STATUS=503 | LATENCY_MS=2050 | RETRY_COUNT=1 | QUEUE_WAIT_MS=7   | RESP_TIMESTAMP=2026-05-03T12:27:32Z
2026-05-03T12:30:15Z | TXN_ID=TXN10052 | ENDPOINT=/api/v2/payment/pg/hdfc      | HTTP_STATUS=200 | LATENCY_MS=301  | RETRY_COUNT=2 | QUEUE_WAIT_MS=5   | RESP_TIMESTAMP=2026-05-03T12:30:15Z
2026-05-03T12:48:03Z | TXN_ID=TXN10053 | ENDPOINT=/api/v2/payment/upi          | HTTP_STATUS=403 | LATENCY_MS=185  | RETRY_COUNT=0 | QUEUE_WAIT_MS=10  | RESP_TIMESTAMP=2026-05-03T12:48:03Z
2026-05-03T13:05:17Z | TXN_ID=TXN10054 | ENDPOINT=/api/v2/payment/pg/kotak     | HTTP_STATUS=200 | LATENCY_MS=322  | RETRY_COUNT=0 | QUEUE_WAIT_MS=17  | RESP_TIMESTAMP=2026-05-03T13:05:18Z

# ─── 2026-05-04 ──────────────────────────────────────────────────────────────
2026-05-04T08:10:44Z | TXN_ID=TXN10055 | ENDPOINT=/api/v2/payment/pg/icici     | HTTP_STATUS=200 | LATENCY_MS=295  | RETRY_COUNT=0 | QUEUE_WAIT_MS=15  | RESP_TIMESTAMP=2026-05-04T08:10:44Z
2026-05-04T08:28:19Z | TXN_ID=TXN10056 | ENDPOINT=/api/v2/payment/pg/axis      | HTTP_STATUS=200 | LATENCY_MS=310  | RETRY_COUNT=0 | QUEUE_WAIT_MS=16  | RESP_TIMESTAMP=2026-05-04T08:28:20Z
2026-05-04T08:45:02Z | TXN_ID=TXN10057 | ENDPOINT=/api/v2/payment/pg/razorpay  | HTTP_STATUS=402 | LATENCY_MS=395  | RETRY_COUNT=0 | QUEUE_WAIT_MS=20  | RESP_TIMESTAMP=2026-05-04T08:45:03Z
2026-05-04T09:00:38Z | TXN_ID=TXN10058 | ENDPOINT=/api/v2/payment/pg/payu      | HTTP_STATUS=408 | LATENCY_MS=5001 | RETRY_COUNT=0 | QUEUE_WAIT_MS=21  | RESP_TIMESTAMP=2026-05-04T09:00:43Z
2026-05-04T09:02:10Z | TXN_ID=TXN10058 | ENDPOINT=/api/v2/payment/pg/payu      | HTTP_STATUS=408 | LATENCY_MS=4999 | RETRY_COUNT=1 | QUEUE_WAIT_MS=7   | RESP_TIMESTAMP=2026-05-04T09:02:15Z
2026-05-04T09:04:55Z | TXN_ID=TXN10058 | ENDPOINT=/api/v2/payment/pg/payu      | HTTP_STATUS=200 | LATENCY_MS=640  | RETRY_COUNT=2 | QUEUE_WAIT_MS=5   | RESP_TIMESTAMP=2026-05-04T09:04:56Z
2026-05-04T09:20:13Z | TXN_ID=TXN10059 | ENDPOINT=/api/v2/payment/pg/hdfc      | HTTP_STATUS=200 | LATENCY_MS=285  | RETRY_COUNT=0 | QUEUE_WAIT_MS=14  | RESP_TIMESTAMP=2026-05-04T09:20:13Z
2026-05-04T09:38:47Z | TXN_ID=TXN10060 | ENDPOINT=/api/v2/payment/upi          | HTTP_STATUS=401 | LATENCY_MS=148  | RETRY_COUNT=0 | QUEUE_WAIT_MS=8   | RESP_TIMESTAMP=2026-05-04T09:38:47Z
2026-05-04T09:50:29Z | TXN_ID=TXN10061 | ENDPOINT=/api/v2/payment/pg/kotak     | HTTP_STATUS=200 | LATENCY_MS=318  | RETRY_COUNT=0 | QUEUE_WAIT_MS=17  | RESP_TIMESTAMP=2026-05-04T09:50:30Z
2026-05-04T10:05:44Z | TXN_ID=TXN10062 | ENDPOINT=/api/v2/payment/pg/icici     | HTTP_STATUS=202 | LATENCY_MS=690  | RETRY_COUNT=0 | QUEUE_WAIT_MS=36  | RESP_TIMESTAMP=2026-05-04T10:05:45Z
2026-05-04T10:22:18Z | TXN_ID=TXN10062 | ENDPOINT=/api/v2/payment/pg/icici     | HTTP_STATUS=200 | LATENCY_MS=305  | RETRY_COUNT=0 | QUEUE_WAIT_MS=15  | RESP_TIMESTAMP=2026-05-04T10:22:18Z
2026-05-04T10:40:55Z | TXN_ID=TXN10063 | ENDPOINT=/api/v2/payment/pg/axis      | HTTP_STATUS=400 | LATENCY_MS=360  | RETRY_COUNT=0 | QUEUE_WAIT_MS=18  | RESP_TIMESTAMP=2026-05-04T10:40:56Z
2026-05-04T10:58:30Z | TXN_ID=TXN10064 | ENDPOINT=/api/v2/payment/pg/razorpay  | HTTP_STATUS=200 | LATENCY_MS=330  | RETRY_COUNT=0 | QUEUE_WAIT_MS=17  | RESP_TIMESTAMP=2026-05-04T10:58:31Z
2026-05-04T11:15:09Z | TXN_ID=TXN10065 | ENDPOINT=/api/v2/payment/pg/payu      | HTTP_STATUS=202 | LATENCY_MS=245  | RETRY_COUNT=0 | QUEUE_WAIT_MS=12  | RESP_TIMESTAMP=2026-05-04T11:15:09Z
2026-05-04T11:32:47Z | TXN_ID=TXN10066 | ENDPOINT=/api/v2/payment/pg/hdfc      | HTTP_STATUS=200 | LATENCY_MS=300  | RETRY_COUNT=0 | QUEUE_WAIT_MS=15  | RESP_TIMESTAMP=2026-05-04T11:32:47Z
2026-05-04T11:50:04Z | TXN_ID=TXN10067 | ENDPOINT=/api/v2/payment/upi          | HTTP_STATUS=402 | LATENCY_MS=410  | RETRY_COUNT=0 | QUEUE_WAIT_MS=20  | RESP_TIMESTAMP=2026-05-04T11:50:04Z
2026-05-04T12:08:33Z | TXN_ID=TXN10068 | ENDPOINT=/api/v2/payment/pg/kotak     | HTTP_STATUS=200 | LATENCY_MS=295  | RETRY_COUNT=0 | QUEUE_WAIT_MS=15  | RESP_TIMESTAMP=2026-05-04T12:08:34Z
2026-05-04T12:25:17Z | TXN_ID=TXN10069 | ENDPOINT=/api/v2/payment/pg/icici     | HTTP_STATUS=200 | LATENCY_MS=312  | RETRY_COUNT=0 | QUEUE_WAIT_MS=16  | RESP_TIMESTAMP=2026-05-04T12:25:18Z
2026-05-04T12:43:00Z | TXN_ID=TXN10070 | ENDPOINT=/api/v2/payment/pg/axis      | HTTP_STATUS=200 | LATENCY_MS=288  | RETRY_COUNT=0 | QUEUE_WAIT_MS=14  | RESP_TIMESTAMP=2026-05-04T12:43:00Z
